Extracurricular_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,study_hours,sleep_hours,Academic Pressure,Financial Stress,Depression
0.2,3.4,6.9,3.44,High,8,6,4.0,3.0,0
3.4,1.6,2.2,3.07,High,8,8,1.0,5.0,1
3.4,1.6,2.2,3.07,High,8,8,3.0,5.0,1
0.1,2.8,6.5,2.8,Low,6,9,4.0,5.0,1
0.1,2.8,6.5,2.8,Low,6,9,2.0,3.0,1
0.1,2.8,6.5,2.8,Low,6,9,5.0,5.0,1
0.1,2.8,6.5,2.8,Low,6,9,1.0,3.0,0
0.1,2.8,6.5,2.8,Low,6,9,4.0,5.0,1
0.1,2.8,6.5,2.8,Low,6,9,3.0,1.0,0
0.1,2.8,6.5,2.8,Low,6,9,2.0,2.0,0
3.6,5.7,2.7,3.1,High,6,6,1.0,1.0,0
3.6,5.7,2.7,3.1,High,6,6,3.0,3.0,0
2.2,4.3,0.9,3.2,Moderate,8,9,1.0,2.0,0
2.2,4.3,0.9,3.2,Moderate,8,9,4.0,5.0,1
3.9,2.0,3.9,2.87,Moderate,6,8,5.0,2.0,1
3.5,1.4,1.0,3.44,High,10,8,3.0,5.0,1
3.5,1.4,1.0,3.44,High,10,8,5.0,3.0,1
3.5,1.4,1.0,3.44,High,10,8,4.0,1.0,1
3.5,1.4,1.0,3.44,High,10,8,5.0,1.0,0
3.5,1.4,1.0,3.44,High,10,8,4.0,4.0,0
3.5,1.4,1.0,3.44,High,10,8,3.0,5.0,1
3.5,1.4,1.0,3.44,High,10,8,3.0,4.0,1
3.5,1.4,1.0,3.44,High,10,8,5.0,4.0,0
3.5,1.4,1.0,3.44,High,10,8,4.0,5.0,1
3.5,1.4,1.0,3.44,High,10,8,5.0,4.0,1
3.5,1.4,1.0,3.44,High,10,8,5.0,5.0,1
3.5,4.7,2.4,3.21,High,8,6,2.0,4.0,1
0.8,2.3,5.7,3.21,Moderate,6,9,1.0,3.0,1
0.8,2.3,5.7,3.21,Moderate,6,9,4.0,4.0,0
2.0,5.2,1.3,3.13,Moderate,8,8,1.0,5.0,1
2.0,5.2,1.3,3.13,Moderate,8,8,1.0,3.0,0
2.0,5.2,1.3,3.13,Moderate,8,8,2.0,5.0,0
2.0,5.2,1.3,3.13,Moderate,8,8,3.0,4.0,0
3.1,3.7,0.2,3.42,High,9,8,5.0,2.0,1
3.1,3.7,0.2,3.42,High,9,8,1.0,2.0,0
3.1,3.7,0.2,3.42,High,9,8,3.0,4.0,1
3.1,3.7,0.2,3.42,High,9,8,2.0,3.0,1
3.1,3.7,0.2,3.42,High,9,8,3.0,3.0,0
2.9,0.6,3.6,3.07,High,8,8,1.0,5.0,1
2.9,0.6,3.6,3.07,High,8,8,3.0,5.0,1
1.1,5.7,2.1,3.07,High,9,6,5.0,2.0,0
4.0,5.0,1.6,2.9,Low,5,8,5.0,4.0,0
4.0,5.0,1.6,2.9,Low,5,8,3.0,1.0,0
4.0,5.0,1.6,2.9,Low,5,8,3.0,1.0,0
4.0,5.0,1.6,2.9,Low,5,8,2.0,1.0,1
4.0,5.0,1.6,2.9,Low,5,8,5.0,2.0,1
0.6,4.5,1.4,3.41,High,9,9,4.0,1.0,0
0.6,4.5,1.4,3.41,High,9,9,4.0,3.0,1
0.6,4.5,1.4,3.41,High,9,9,3.0,4.0,1
0.6,4.5,1.4,3.41,High,9,9,2.0,2.0,0
3.1,2.1,1.3,3.24,High,8,9,1.0,5.0,0
3.1,2.1,1.3,3.24,High,8,9,4.0,5.0,1
2.0,4.2,3.4,2.85,Low,5,9,5.0,4.0,1
2.0,4.2,3.4,2.85,Low,5,9,3.0,3.0,0
1.9,3.8,5.6,3.0,Moderate,7,6,1.0,2.0,0
1.9,3.8,5.6,3.0,Moderate,7,6,1.0,1.0,0
1.9,3.8,5.6,3.0,Moderate,7,6,4.0,4.0,0
2.6,5.3,3.7,3.08,High,7,6,1.0,4.0,1
2.6,5.3,3.7,3.08,High,7,6,1.0,1.0,0
2.6,5.3,3.7,3.08,High,7,6,1.0,5.0,0
1.8,3.7,3.1,3.17,Moderate,8,8,5.0,5.0,1
1.8,3.7,3.1,3.17,Moderate,8,8,4.0,2.0,1
1.8,3.7,3.1,3.17,Moderate,8,8,3.0,4.0,1
2.9,4.7,1.1,2.83,Moderate,6,9,4.0,1.0,0
2.1,4.7,3.7,3.16,High,8,6,4.0,3.0,1
2.1,4.7,3.7,3.16,High,8,6,4.0,2.0,0
2.1,4.7,3.7,3.16,High,8,6,5.0,2.0,1
2.1,4.7,3.7,3.16,High,8,6,2.0,2.0,0
0.5,0.3,8.7,2.61,Moderate,6,8,3.0,1.0,0
0.0,4.4,4.2,3.41,High,9,6,4.0,2.0,1
0.0,4.4,4.2,3.41,High,9,6,2.0,1.0,0
0.4,3.9,4.3,3.01,Moderate,6,9,5.0,2.0,1
0.4,3.9,4.3,3.01,Moderate,6,9,2.0,1.0,0
0.4,3.9,4.3,3.01,Moderate,6,9,5.0,5.0,0
0.4,3.9,4.3,3.01,Moderate,6,9,3.0,3.0,0
0.4,3.9,4.3,3.01,Moderate,6,9,1.0,2.0,0
1.7,3.7,0.7,3.44,High,9,9,4.0,2.0,1
1.7,3.7,0.7,3.44,High,9,9,1.0,2.0,1
1.7,3.7,0.7,3.44,High,9,9,1.0,4.0,0
1.7,3.7,0.7,3.44,High,9,9,1.0,5.0,1
1.7,3.7,0.7,3.44,High,9,9,4.0,5.0,1
3.5,4.1,2.9,2.88,Moderate,7,6,4.0,3.0,1
3.5,4.1,2.9,2.88,Moderate,7,6,4.0,2.0,1
0.1,2.5,9.1,2.49,High,7,6,2.0,3.0,1
2.1,1.2,2.5,3.61,High,10,8,1.0,4.0,1
3.9,0.1,6.8,3.28,High,8,6,2.0,1.0,0
3.9,0.1,6.8,3.28,High,8,6,4.0,4.0,1
3.9,0.1,2.6,3.26,High,8,9,4.0,4.0,1
3.9,0.1,2.6,3.26,High,8,9,2.0,2.0,0
3.9,0.1,2.6,3.26,High,8,9,2.0,5.0,0
0.9,2.9,8.7,2.76,Low,5,6,5.0,4.0,1
0.9,2.9,8.7,2.76,Low,5,6,3.0,2.0,1
0.9,2.9,8.7,2.76,Low,5,6,4.0,1.0,1
0.6,4.7,4.6,2.78,Moderate,6,8,3.0,4.0,1
0.6,3.8,2.6,3.5,Moderate,8,9,2.0,4.0,1
0.6,3.8,2.6,3.5,Moderate,8,9,5.0,3.0,0
0.6,3.8,2.6,3.5,Moderate,8,9,2.0,2.0,0
0.6,3.8,2.6,3.5,Moderate,8,9,2.0,5.0,0
3.6,0.3,4.3,2.93,Moderate,7,8,3.0,2.0,0
3.6,0.3,4.3,2.93,Moderate,7,8,5.0,4.0,1
3.6,0.3,4.3,2.93,Moderate,7,8,5.0,4.0,1
3.8,1.5,5.4,3.27,Low,6,8,4.0,4.0,1
3.8,1.5,5.4,3.27,Low,6,8,3.0,5.0,1
3.8,1.5,5.4,3.27,Low,6,8,4.0,4.0,1
3.8,1.5,5.4,3.27,Low,6,8,2.0,4.0,0
3.8,1.5,5.4,3.27,Low,6,8,1.0,3.0,0
0.9,1.2,4.1,3.62,High,10,8,3.0,4.0,1
0.9,1.2,4.1,3.62,High,10,8,1.0,4.0,1
0.9,1.2,4.1,3.62,High,10,8,2.0,5.0,1
0.9,1.2,4.1,3.62,High,10,8,3.0,3.0,1
0.9,1.2,4.1,3.62,High,10,8,4.0,5.0,1
0.9,1.2,4.1,3.62,High,10,8,5.0,4.0,1
0.9,1.2,4.1,3.62,High,10,8,2.0,3.0,1
0.9,1.2,4.1,3.62,High,10,8,1.0,5.0,1
2.6,1.7,6.7,3.26,High,7,6,3.0,1.0,0
2.6,1.7,6.7,3.26,High,7,6,4.0,4.0,0
0.2,1.9,3.1,3.46,High,10,9,5.0,4.0,1
0.2,1.9,3.1,3.46,High,10,9,4.0,4.0,1
1.0,5.5,3.2,3.25,High,8,6,1.0,3.0,0
1.0,5.5,3.2,3.25,High,8,6,1.0,3.0,1
1.0,5.5,3.2,3.25,High,8,6,1.0,3.0,0
1.0,5.5,3.2,3.25,High,8,6,5.0,2.0,0
3.0,2.1,4.9,2.83,Moderate,8,6,3.0,3.0,1
3.0,2.1,4.9,2.83,Moderate,8,6,2.0,4.0,1
3.0,2.1,4.9,2.83,Moderate,8,6,4.0,2.0,1
0.8,1.1,6.6,3.43,Moderate,8,8,3.0,5.0,1
0.8,1.1,6.6,3.43,Moderate,8,8,4.0,4.0,1
0.8,1.1,6.6,3.43,Moderate,8,8,5.0,4.0,1
0.8,1.1,6.6,3.43,Moderate,8,8,4.0,4.0,1
0.8,1.1,6.6,3.43,Moderate,8,8,2.0,3.0,1
3.4,0.4,7.5,2.48,Moderate,7,6,1.0,2.0,0
3.4,0.4,7.5,2.48,Moderate,7,6,4.0,5.0,1
3.4,0.4,7.5,2.48,Moderate,7,6,4.0,4.0,1
3.4,0.4,7.5,2.48,Moderate,7,6,5.0,4.0,0
3.4,0.4,7.5,2.48,Moderate,7,6,2.0,1.0,0
3.4,0.4,7.5,2.48,Moderate,7,6,3.0,4.0,1
2.6,5.3,1.4,2.98,High,9,6,4.0,5.0,1
2.6,5.3,1.4,2.98,High,9,6,2.0,2.0,1
2.6,5.3,1.4,2.98,High,9,6,2.0,1.0,0
0.2,4.6,6.5,3.13,High,7,6,1.0,2.0,0
0.2,4.6,6.5,3.13,High,7,6,4.0,3.0,1
1.7,0.3,9.4,2.53,Low,5,8,3.0,1.0,0
0.0,5.8,3.4,2.71,Moderate,6,9,5.0,2.0,1
0.0,5.8,3.4,2.71,Moderate,6,9,4.0,4.0,1
0.0,5.8,3.4,2.71,Moderate,6,9,1.0,3.0,0
0.0,5.8,3.4,2.71,Moderate,6,9,4.0,5.0,1
2.7,5.1,1.4,2.57,Moderate,6,9,4.0,5.0,1
2.7,5.1,1.4,2.57,Moderate,6,9,1.0,4.0,0
2.9,1.0,4.4,2.85,Moderate,7,9,3.0,3.0,1
2.9,1.0,4.4,2.85,Moderate,7,9,3.0,2.0,1
2.9,1.0,4.4,2.85,Moderate,7,9,5.0,5.0,1
2.9,1.0,4.4,2.85,Moderate,7,9,5.0,1.0,0
0.7,3.4,2.5,3.41,High,8,9,2.0,3.0,0
0.7,3.4,2.5,3.41,High,8,9,5.0,1.0,1
0.7,3.4,2.5,3.41,High,8,9,2.0,5.0,0
0.7,3.4,2.5,3.41,High,8,9,4.0,4.0,1
0.7,3.4,2.5,3.41,High,8,9,4.0,1.0,0
3.4,4.5,1.1,3.18,High,9,6,1.0,4.0,0
3.4,4.5,1.1,3.18,High,9,6,4.0,5.0,1
3.4,4.5,1.1,3.18,High,9,6,4.0,3.0,1
3.9,2.9,1.2,2.78,Moderate,7,9,3.0,3.0,1
3.9,2.9,1.2,2.78,Moderate,7,9,2.0,3.0,0
0.0,5.8,0.5,3.08,High,9,8,5.0,3.0,1
0.0,5.8,0.5,3.08,High,9,8,5.0,5.0,0
0.0,5.8,0.5,3.08,High,9,8,1.0,1.0,0
3.3,4.4,0.1,3.2,High,8,8,4.0,5.0,0
2.0,5.2,2.9,2.89,Low,5,9,5.0,3.0,1
2.0,5.2,2.9,2.89,Low,5,9,2.0,1.0,0
2.0,5.2,2.9,2.89,Low,5,9,3.0,5.0,1
1.6,5.2,3.7,3.06,High,8,6,3.0,4.0,1
1.6,5.2,3.7,3.06,High,8,6,2.0,5.0,0
1.6,5.2,3.7,3.06,High,8,6,2.0,5.0,1
1.2,5.2,5.3,3.08,Low,6,6,2.0,1.0,0
1.2,5.2,5.3,3.08,Low,6,6,1.0,3.0,0
0.0,0.3,5.8,3.07,High,10,8,3.0,4.0,1
0.0,0.3,5.8,3.07,High,10,8,2.0,3.0,0
1.4,2.0,6.0,3.06,Moderate,6,8,3.0,2.0,0
1.4,2.0,6.0,3.06,Moderate,6,8,2.0,2.0,0
2.6,2.1,1.2,3.38,High,10,8,2.0,4.0,1
2.6,2.1,1.2,3.38,High,10,8,1.0,1.0,1
2.6,2.1,1.2,3.38,High,10,8,5.0,2.0,1
2.6,2.1,1.2,3.38,High,10,8,4.0,4.0,1
2.6,2.1,1.2,3.38,High,10,8,5.0,4.0,1
2.6,2.1,1.2,3.38,High,10,8,5.0,2.0,0
2.6,2.1,1.2,3.38,High,10,8,3.0,5.0,1
2.6,2.1,1.2,3.38,High,10,8,1.0,4.0,1
2.6,2.1,1.2,3.38,High,10,8,5.0,4.0,1
2.6,2.1,1.2,3.38,High,10,8,5.0,5.0,1
2.6,2.1,1.2,3.38,High,10,8,4.0,5.0,1
3.8,0.6,7.7,3.14,Low,5,6,1.0,5.0,0
3.8,5.0,0.7,2.95,Low,6,9,3.0,5.0,1
1.7,0.1,7.3,3.11,Moderate,6,9,2.0,4.0,0
1.7,0.1,7.3,3.11,Moderate,6,9,5.0,2.0,1
1.7,0.1,7.3,3.11,Moderate,6,9,1.0,4.0,0
2.5,1.3,4.1,3.08,Moderate,8,8,3.0,5.0,1
2.5,1.3,4.1,3.08,Moderate,8,8,3.0,5.0,1
2.5,1.3,4.1,3.08,Moderate,8,8,3.0,5.0,0
2.5,1.3,4.1,3.08,Moderate,8,8,3.0,4.0,1
3.5,0.1,5.7,2.95,Moderate,6,9,3.0,5.0,1
2.4,0.4,4.1,3.16,High,9,8,5.0,5.0,1
2.4,0.4,4.1,3.16,High,9,8,5.0,5.0,1
2.4,0.4,4.1,3.16,High,9,8,2.0,4.0,1
2.4,0.4,4.1,3.16,High,9,8,3.0,4.0,0
2.4,0.4,4.1,3.16,High,9,8,5.0,5.0,1
2.4,0.4,4.1,3.16,High,9,8,3.0,5.0,1
3.4,1.5,0.3,3.49,High,10,9,3.0,4.0,1
3.4,1.5,0.3,3.49,High,10,9,4.0,3.0,1
3.4,1.5,0.3,3.49,High,10,9,3.0,2.0,0
3.4,1.5,0.3,3.49,High,10,9,5.0,5.0,1
3.4,1.5,0.3,3.49,High,10,9,4.0,1.0,0
3.4,1.5,0.3,3.49,High,10,9,3.0,1.0,0
1.8,1.3,3.8,3.21,High,9,8,3.0,4.0,1
1.8,1.3,3.8,3.21,High,9,8,3.0,3.0,0
1.6,1.4,3.9,3.26,High,9,8,3.0,3.0,1
2.7,1.7,4.9,3.15,High,9,6,2.0,4.0,1
2.7,1.7,4.9,3.15,High,9,6,1.0,4.0,1
2.7,1.7,4.9,3.15,High,9,6,4.0,4.0,1
2.7,1.7,4.9,3.15,High,9,6,4.0,5.0,1
2.7,1.7,4.9,3.15,High,9,6,5.0,5.0,1
2.7,1.7,4.9,3.15,High,9,6,3.0,2.0,1
3.2,4.8,0.4,3.34,High,9,6,3.0,4.0,0
3.2,4.8,0.4,3.34,High,9,6,2.0,1.0,0
1.6,3.0,6.1,2.9,Low,6,8,5.0,5.0,1
1.6,3.0,6.1,2.9,Low,6,8,3.0,1.0,1
1.6,3.0,6.1,2.9,Low,6,8,3.0,3.0,1
1.6,3.0,6.1,2.9,Low,6,8,2.0,4.0,0
1.6,3.0,6.1,2.9,Low,6,8,5.0,3.0,1
1.6,3.0,6.1,2.9,Low,6,8,4.0,5.0,1
1.6,3.0,6.1,2.9,Low,6,8,5.0,5.0,1
1.6,3.0,6.1,2.9,Low,6,8,5.0,5.0,1
1.6,3.0,6.1,2.9,Low,6,8,1.0,4.0,0
1.6,3.0,6.1,2.9,Low,6,8,3.0,5.0,0
1.6,3.0,6.1,2.9,Low,6,8,1.0,4.0,1
1.6,3.0,6.1,2.9,Low,6,8,3.0,2.0,0
1.6,3.0,6.1,2.9,Low,6,8,3.0,1.0,0
1.6,3.0,6.1,2.9,Low,6,8,1.0,4.0,1
1.6,3.0,6.1,2.9,Low,6,8,5.0,4.0,1
3.4,2.2,0.7,3.2,High,8,9,1.0,2.0,0
3.4,2.2,0.7,3.2,High,8,9,4.0,5.0,1
0.5,0.0,11.6,2.73,High,6,6,4.0,5.0,1
0.5,0.0,11.6,2.73,High,6,6,4.0,3.0,1
0.5,0.0,11.6,2.73,High,6,6,5.0,3.0,1
2.9,0.8,4.1,3.15,High,9,8,3.0,1.0,0
2.9,0.8,4.1,3.15,High,9,8,2.0,2.0,0
0.9,3.6,6.4,2.57,Low,6,8,3.0,1.0,1
0.9,3.6,6.4,2.57,Low,6,8,4.0,3.0,1
1.7,4.2,3.3,3.48,Moderate,7,8,1.0,1.0,0
1.7,4.2,3.3,3.48,Moderate,7,8,3.0,2.0,0
1.7,4.2,3.3,3.48,Moderate,7,8,3.0,3.0,0
1.7,4.2,3.3,3.48,Moderate,7,8,5.0,5.0,1
0.7,2.5,4.8,3.34,High,8,8,5.0,5.0,1
0.5,0.7,7.1,3.34,Moderate,8,8,5.0,5.0,1
0.6,1.2,7.0,3.18,Moderate,7,8,3.0,5.0,1
0.6,1.2,7.0,3.18,Moderate,7,8,2.0,2.0,0
0.6,1.2,7.0,3.18,Moderate,7,8,1.0,2.0,0
0.6,1.2,7.0,3.18,Moderate,7,8,5.0,1.0,1
0.6,1.2,7.0,3.18,Moderate,7,8,3.0,1.0,1
0.0,3.2,5.9,3.14,Moderate,6,9,5.0,3.0,1
0.0,3.2,5.9,3.14,Moderate,6,9,1.0,1.0,0
0.7,5.3,1.4,2.97,Moderate,7,9,2.0,5.0,1
4.0,1.6,3.4,2.98,Moderate,7,8,2.0,2.0,0
2.6,0.0,4.3,2.85,High,9,8,1.0,3.0,0
2.6,0.0,4.3,2.85,High,9,8,4.0,4.0,1
3.0,1.6,1.5,3.42,High,9,9,3.0,2.0,0
3.0,1.2,5.9,3.04,High,8,6,5.0,2.0,1
2.3,0.6,3.5,3.62,High,9,8,3.0,2.0,1
2.3,0.6,3.5,3.62,High,9,8,2.0,5.0,0
2.3,0.6,3.5,3.62,High,9,8,1.0,2.0,0
2.3,0.6,3.5,3.62,High,9,8,3.0,5.0,1
2.3,0.6,3.5,3.62,High,9,8,3.0,3.0,0
2.3,0.6,3.5,3.62,High,9,8,1.0,2.0,0
2.9,1.2,6.1,2.89,Moderate,7,6,2.0,3.0,0
0.3,2.3,7.0,2.99,Low,6,8,3.0,5.0,0
0.3,2.3,7.0,2.99,Low,6,8,5.0,4.0,1
0.3,2.3,7.0,2.99,Low,6,8,1.0,3.0,0
1.1,1.4,4.0,3.56,High,9,8,5.0,2.0,1
1.1,1.4,4.0,3.56,High,9,8,2.0,5.0,1
1.1,1.4,4.0,3.56,High,9,8,5.0,1.0,0
1.1,1.4,4.0,3.56,High,9,8,5.0,5.0,1
1.1,1.4,4.0,3.56,High,9,8,1.0,2.0,0
1.1,1.4,4.0,3.56,High,9,8,3.0,4.0,1
1.1,1.4,4.0,3.56,High,9,8,3.0,3.0,0
1.1,1.4,4.0,3.56,High,9,8,3.0,3.0,1
1.1,1.4,4.0,3.56,High,9,8,3.0,5.0,1
1.1,1.4,4.0,3.56,High,9,8,5.0,5.0,1
1.1,1.4,4.0,3.56,High,9,8,3.0,4.0,1
1.1,1.4,4.0,3.56,High,9,8,3.0,5.0,1
1.1,1.4,4.0,3.56,High,9,8,3.0,1.0,0
1.1,1.4,4.0,3.56,High,9,8,2.0,2.0,0
1.1,1.4,4.0,3.56,High,9,8,3.0,1.0,0
2.4,4.0,5.2,2.73,Moderate,6,6,4.0,5.0,1
2.4,4.0,5.2,2.73,Moderate,6,6,4.0,3.0,1
2.4,4.0,5.2,2.73,Moderate,6,6,5.0,3.0,1
3.1,0.6,2.4,3.42,High,9,9,3.0,2.0,0
3.5,3.3,5.8,2.8,Low,5,6,4.0,4.0,1
3.5,3.3,5.8,2.8,Low,5,6,3.0,1.0,0
3.5,3.3,5.8,2.8,Low,5,6,2.0,4.0,0
3.5,3.3,5.8,2.8,Low,5,6,5.0,3.0,1
3.5,3.3,5.8,2.8,Low,5,6,3.0,1.0,0
3.6,1.4,3.0,2.94,Moderate,7,9,3.0,4.0,1
4.0,1.2,0.2,3.52,High,10,9,3.0,5.0,1
4.0,1.2,0.2,3.52,High,10,9,3.0,5.0,0
4.0,1.2,0.2,3.52,High,10,9,3.0,4.0,1
4.0,1.2,0.2,3.52,High,10,9,1.0,5.0,1
4.0,1.2,0.2,3.52,High,10,9,3.0,5.0,0
3.2,2.8,0.0,3.1,High,9,9,4.0,3.0,0
3.2,2.8,0.0,3.1,High,9,9,3.0,2.0,1
1.4,3.4,5.2,2.72,Low,5,9,1.0,2.0,0
2.6,0.1,8.5,3.11,Moderate,7,6,5.0,1.0,1
2.6,0.1,8.5,3.11,Moderate,7,6,5.0,4.0,1
2.6,0.1,8.5,3.11,Moderate,7,6,5.0,4.0,0
2.5,2.6,1.8,3.2,Moderate,8,9,1.0,2.0,0
2.5,2.6,1.8,3.2,Moderate,8,9,4.0,5.0,1
1.8,1.9,3.0,3.32,High,9,8,3.0,1.0,0
1.8,1.9,3.0,3.32,High,9,8,1.0,2.0,0
2.9,0.2,3.9,3.74,High,9,8,3.0,5.0,0
2.9,0.2,3.9,3.74,High,9,8,3.0,3.0,1
2.9,0.2,3.9,3.74,High,9,8,4.0,3.0,0
2.8,3.4,1.8,2.98,Moderate,8,8,3.0,5.0,0
2.8,3.4,1.8,2.98,Moderate,8,8,3.0,3.0,1
2.8,3.4,1.8,2.98,Moderate,8,8,4.0,4.0,0
2.8,3.4,1.8,2.98,Moderate,8,8,5.0,5.0,1
2.4,4.2,3.3,3.13,High,8,6,3.0,4.0,1
2.7,0.8,4.0,3.41,Moderate,7,9,5.0,4.0,1
2.7,0.8,4.0,3.41,Moderate,7,9,2.0,5.0,1
2.7,0.8,4.0,3.41,Moderate,7,9,4.0,5.0,1
2.7,0.8,4.0,3.41,Moderate,7,9,5.0,5.0,1
3.5,3.8,1.4,3.52,High,9,6,4.0,4.0,1
1.9,0.2,2.8,3.65,High,10,9,1.0,1.0,0
1.9,0.2,2.8,3.65,High,10,9,3.0,5.0,1
1.9,0.2,2.8,3.65,High,10,9,3.0,3.0,0
0.5,2.1,8.9,2.84,Moderate,6,6,1.0,1.0,0
0.5,2.1,8.9,2.84,Moderate,6,6,2.0,5.0,1
0.5,2.1,8.9,2.84,Moderate,6,6,4.0,4.0,1
0.5,2.1,8.9,2.84,Moderate,6,6,4.0,2.0,1
0.5,2.1,8.9,2.84,Moderate,6,6,1.0,1.0,0
0.5,2.1,8.9,2.84,Moderate,6,6,2.0,4.0,0
0.5,2.1,8.9,2.84,Moderate,6,6,2.0,2.0,0
0.5,2.1,8.9,2.84,Moderate,6,6,5.0,3.0,0
0.5,2.1,8.9,2.84,Moderate,6,6,1.0,4.0,0
0.5,2.1,8.9,2.84,Moderate,6,6,1.0,1.0,0
0.5,2.1,8.9,2.84,Moderate,6,6,4.0,4.0,1
0.5,2.1,8.9,2.84,Moderate,6,6,5.0,2.0,0
0.5,2.1,8.9,2.84,Moderate,6,6,3.0,2.0,0
3.2,2.1,6.9,2.95,High,6,6,4.0,3.0,1
3.2,2.1,6.9,2.95,High,6,6,5.0,3.0,0
3.2,2.1,6.9,2.95,High,6,6,3.0,4.0,1
0.5,3.0,3.6,2.99,High,9,8,3.0,1.0,0
0.5,3.0,3.6,2.99,High,9,8,2.0,3.0,1
0.5,3.0,3.6,2.99,High,9,8,4.0,3.0,1
0.5,3.0,3.6,2.99,High,9,8,3.0,4.0,1
2.5,2.9,6.5,2.84,Low,6,6,1.0,1.0,0
2.5,2.9,6.5,2.84,Low,6,6,2.0,5.0,1
2.5,2.9,6.5,2.84,Low,6,6,4.0,4.0,1
2.5,2.9,6.5,2.84,Low,6,6,4.0,2.0,1
2.5,2.9,6.5,2.84,Low,6,6,1.0,1.0,0
2.5,2.9,6.5,2.84,Low,6,6,2.0,4.0,0
2.5,2.9,6.5,2.84,Low,6,6,2.0,2.0,0
2.5,2.9,6.5,2.84,Low,6,6,5.0,3.0,0
2.5,2.9,6.5,2.84,Low,6,6,1.0,4.0,0
2.5,2.9,6.5,2.84,Low,6,6,1.0,1.0,0
2.5,2.9,6.5,2.84,Low,6,6,4.0,4.0,1
2.5,2.9,6.5,2.84,Low,6,6,5.0,2.0,0
2.5,2.9,6.5,2.84,Low,6,6,3.0,2.0,0
2.2,5.9,0.1,3.06,Moderate,7,9,4.0,5.0,1
1.5,2.9,4.2,3.4,High,9,6,1.0,4.0,0
1.5,2.9,4.2,3.4,High,9,6,5.0,5.0,1
1.5,2.9,4.2,3.4,High,9,6,3.0,3.0,1
1.5,2.9,4.2,3.4,High,9,6,4.0,4.0,1
1.5,2.9,4.2,3.4,High,9,6,3.0,5.0,1
1.5,2.9,4.2,3.4,High,9,6,2.0,1.0,0
0.7,3.3,2.4,3.41,High,10,8,2.0,5.0,0
0.7,3.3,2.4,3.41,High,10,8,1.0,2.0,0
0.7,3.3,2.4,3.41,High,10,8,3.0,3.0,1
0.7,3.3,2.4,3.41,High,10,8,3.0,1.0,1
0.7,3.3,2.4,3.41,High,10,8,5.0,2.0,1
0.7,3.3,2.4,3.41,High,10,8,5.0,3.0,1
0.7,3.3,2.4,3.41,High,10,8,1.0,4.0,1
0.7,3.3,2.4,3.41,High,10,8,3.0,5.0,1
2.6,3.3,4.6,3.41,Moderate,7,6,5.0,2.0,1
0.7,1.7,6.4,2.69,Moderate,6,9,4.0,1.0,0
3.4,0.7,3.1,2.95,Moderate,8,9,5.0,3.0,1
3.4,0.7,3.1,2.95,Moderate,8,9,5.0,1.0,1
3.4,0.7,3.1,2.95,Moderate,8,9,3.0,5.0,1
3.4,0.7,3.1,2.95,Moderate,8,9,3.0,5.0,0
3.4,0.7,3.1,2.95,Moderate,8,9,1.0,5.0,1
0.2,1.2,6.5,3.5,High,10,6,5.0,4.0,1
0.2,1.2,6.5,3.5,High,10,6,3.0,3.0,0
0.2,1.2,6.5,3.5,High,10,6,4.0,2.0,1
0.2,1.2,6.5,3.5,High,10,6,4.0,1.0,1
0.2,1.2,6.5,3.5,High,10,6,3.0,4.0,1
0.2,1.2,6.5,3.5,High,10,6,1.0,2.0,0
0.2,1.2,6.5,3.5,High,10,6,2.0,2.0,1
0.2,1.2,6.5,3.5,High,10,6,3.0,1.0,0
0.2,1.2,6.5,3.5,High,10,6,4.0,2.0,1
0.2,1.2,6.5,3.5,High,10,6,3.0,4.0,1
0.2,1.2,6.5,3.5,High,10,6,4.0,4.0,1
0.2,1.2,6.5,3.5,High,10,6,4.0,3.0,1
0.2,1.2,6.5,3.5,High,10,6,3.0,3.0,1
1.9,0.9,5.1,3.06,Moderate,7,9,4.0,5.0,1
1.7,6.0,0.9,3.0,Moderate,7,8,4.0,4.0,1
1.7,6.0,0.9,3.0,Moderate,7,8,3.0,3.0,0
1.7,6.0,0.9,3.0,Moderate,7,8,2.0,3.0,0
1.7,6.0,0.9,3.0,Moderate,7,8,4.0,2.0,1
1.7,6.0,0.9,3.0,Moderate,7,8,2.0,4.0,1
1.7,6.0,0.9,3.0,Moderate,7,8,2.0,5.0,1
1.7,6.0,0.9,3.0,Moderate,7,8,1.0,3.0,1
1.7,6.0,0.9,3.0,Moderate,7,8,5.0,3.0,1
2.0,5.5,1.7,3.11,Moderate,7,8,1.0,3.0,1
0.1,2.6,8.2,3.58,Low,5,8,4.0,4.0,1
0.1,2.6,8.2,3.58,Low,5,8,3.0,3.0,0
0.1,2.6,8.2,3.58,Low,5,8,5.0,5.0,1
0.1,2.6,8.2,3.58,Low,5,8,5.0,4.0,1
0.1,2.6,8.2,3.58,Low,5,8,5.0,3.0,1
0.1,2.6,8.2,3.58,Low,5,8,3.0,3.0,0
0.1,2.6,8.2,3.58,Low,5,8,2.0,4.0,1
0.1,2.6,8.2,3.58,Low,5,8,4.0,3.0,1
0.1,2.6,8.2,3.58,Low,5,8,5.0,4.0,1
0.1,2.6,8.2,3.58,Low,5,8,3.0,5.0,1
